a1,d,item,question,group,id
2.63731127413097,3.49587329827818,Vinker ‘ha det’ på egen hånd når noen drar?,DE FØRSTE KOMMUNISERENDE GESTENE: Gjør barnet ditt dette?,Gest,item_430
1.63899722797893,1.44001329828406,Rister på hodet for ‘nei’?,DE FØRSTE KOMMUNISERENDE GESTENE: Gjør barnet ditt dette?,Gest,item_432
2.0072388571659,-0.437284383428507,Nikker til ‘ja?’,DE FØRSTE KOMMUNISERENDE GESTENE: Gjør barnet ditt dette?,Gest,item_433
2.51719859048418,-2.16112485980921,Gestikulerer ‘hys’j ved fingeren mot munnen?,DE FØRSTE KOMMUNISERENDE GESTENE: Gjør barnet ditt dette?,Gest,item_434
0.930623979056424,1.65886535596753,Smatter med leppene – nam-nam – for å vise at noe smaker godt?,DE FØRSTE KOMMUNISERENDE GESTENE: Gjør barnet ditt dette?,Gest,item_437
0.896567439187026,1.22774589735007,Leker ‘bake kake søte’ eller andre leker med hender og fingre.,LEKER OG RUTINER: Gjør barnet ditt dette?,Gest,item_440
0.746341327706721,1.44517387933174,Leker hvor stor er du — sååååååå stor.,LEKER OG RUTINER: Gjør barnet ditt dette?,Gest,item_441
2.14320897509109,-2.21198822594497,fisk,NAVN PÅ DYR (VIRKELIGE ELLER LEKEDYR): Forstår barnet...,Comp,item_51
3.26520491078438,-1.3728786254744,fisk,NAVN PÅ DYR (VIRKELIGE ELLER LEKEDYR): Sier barnet...,Prod,item_51
2.97937705114575,-3.26925481468623,kylling,NAVN PÅ DYR (VIRKELIGE ELLER LEKEDYR): Forstår barnet...,Comp,item_63
2.9811211093985,-2.79004326063632,kylling,NAVN PÅ DYR (VIRKELIGE ELLER LEKEDYR): Sier barnet...,Prod,item_63
1.81534158044843,-0.579510019338118,leke,LEKER: Forstår barnet...,Comp,item_93
2.86158038144854,0.157965401817525,leke,LEKER: Sier barnet...,Prod,item_93
3.21187552611448,-3.76525599296179,fisk,MAT OG DRIKKE: Forstår barnet...,Comp,item_104
4.09122545766934,-2.83076556109908,fisk,MAT OG DRIKKE: Sier barnet...,Prod,item_104
3.60143155307805,-4.7246921945716,kylling,MAT OG DRIKKE: Forstår barnet...,Comp,item_113
3.74432287279081,-4.58359721488487,kylling,MAT OG DRIKKE: Sier barnet...,Prod,item_113
0.822602190747937,-0.149062693516262,vann,MAT OG DRIKKE: Forstår barnet...,Comp,item_123
2.46154591831615,1.12588087262774,vann,MAT OG DRIKKE: Sier barnet...,Prod,item_123
2.83314255676345,-2.18066135626894,huske,TING UTENDØRS: Forstår barnet...,Comp,item_224
3.23141915923717,-1.46818297279296,huske,TING UTENDØRS: Sier barnet...,Prod,item_224
2.00148514105638,-1.2861246609927,ute,TING UTENDØRS: Forstår barnet...,Comp,item_234
3.27843586861934,-0.533916041544565,ute,TING UTENDØRS: Sier barnet...,Prod,item_234
2.20684062648291,-1.46687586893169,vann,TING UTENDØRS: Forstår barnet...,Comp,item_235
